transaction_id,timestamp,account_id,user_id,amount,transaction_type,merchant,card_number,location,status,description,risk_score,day_of_week,hour,is_weekend
TXN00000519,2024-05-23 22:49:13,ACC000139,USER0059,70.31,transfer,Grocery Store,****4693,"Philadelphia, PA",success,Normal deposit transaction,0.28,Thursday,22,False
FRAUD_AMT_00045,2024-05-23 23:12:00,FRAUD_AMT_017,FRAUD_USER_029,250000.0,withdrawal,High-End Store,****2219,"Miami, FL",success,Unusual high-value transaction,0.74,Thursday,23,False
TXN00000051,2024-05-24 01:22:34,ACC000130,USER0332,77.26,deposit,Amazon,****7882,"San Diego, CA",success,Normal purchase transaction,0.19,Friday,1,False
TXN00000024,2024-05-24 03:04:34,ACC000090,USER0452,56.71,purchase,Best Buy,****7054,"Phoenix, AZ",success,Normal withdrawal transaction,0.19,Friday,3,False
TXN00000092,2024-05-24 06:04:53,ACC000060,USER0169,372.76,withdrawal,Amazon,****5542,"Chicago, IL",success,Normal withdrawal transaction,0.21,Friday,6,False
CARD_FRAUD_0029,2024-05-24 07:00:00,CARD_FRAUD_ACC_006,CARD_FRAUD_USER_013,861.02,purchase,Electronics Store,****1113,Unusual Location,pending,Fraudulent card usage,0.61,Friday,7,False
TXN00000155,2024-05-24 09:30:52,ACC000029,USER0214,69.59,payment,CVS Pharmacy,****1436,"San Jose, CA",success,Normal transfer transaction,0.15,Friday,9,False
TXN00000933,2024-05-24 16:57:33,ACC000110,USER0147,169.59,deposit,Restaurant,****6219,"Chicago, IL",success,Normal withdrawal transaction,0.11,Friday,16,False
TXN00000355,2024-05-24 20:01:56,ACC000022,USER0111,426.76,transfer,Pharmacy,****8891,"Chicago, IL",success,Normal withdrawal transaction,0.27,Friday,20,False
CARD_FRAUD_0026,2024-05-25 00:00:00,CARD_FRAUD_ACC_013,CARD_FRAUD_USER_019,1906.78,purchase,Online Store,****1114,Different State,pending,Fraudulent card usage,0.76,Saturday,0,True
TXN00000381,2024-05-25 01:25:06,ACC000066,USER0244,16.71,purchase,Supermarket,****6483,"Phoenix, AZ",success,Normal deposit transaction,0.17,Saturday,1,True
TXN00000898,2024-05-25 02:08:50,ACC000128,USER0119,24.68,purchase,Bank ATM,****1369,"Houston, TX",success,Normal deposit transaction,0.28,Saturday,2,True
TXN00000525,2024-05-25 04:57:50,ACC000059,USER0248,158.91,deposit,CVS Pharmacy,****1775,"Chicago, IL",success,Normal deposit transaction,0.16,Saturday,4,True
TXN00000189,2024-05-25 07:31:35,ACC000066,USER0391,138.55,transfer,Pharmacy,****8550,"Chicago, IL",success,Normal deposit transaction,0.13,Saturday,7,True
TXN00000817,2024-05-25 12:54:04,ACC000172,USER0048,175.46,deposit,Supermarket,****8675,"Austin, TX",success,Normal payment transaction,0.28,Saturday,12,True
TXN00000237,2024-05-25 13:23:34,ACC000198,USER0038,153.73,purchase,Target,****1225,"Phoenix, AZ",success,Normal withdrawal transaction,0.11,Saturday,13,True
TXN00000808,2024-05-25 18:02:36,ACC000024,USER0484,238.44,deposit,Amazon,****6843,"Phoenix, AZ",success,Normal transfer transaction,0.2,Saturday,18,True
TXN00000452,2024-05-25 19:01:53,ACC000087,USER0473,69.45,transfer,Pharmacy,****1582,"Austin, TX",success,Normal withdrawal transaction,0.2,Saturday,19,True
TXN00000008,2024-05-25 22:20:13,ACC000165,USER0235,82.15,withdrawal,Home Depot,****3287,"Houston, TX",success,Normal payment transaction,0.21,Saturday,22,True
CARD_FRAUD_0013,2024-05-26 01:00:00,CARD_FRAUD_ACC_020,CARD_FRAUD_USER_008,2.4,purchase,High-Risk Vendor,****1115,High-Risk Area,pending,Card testing transaction,0.77,Sunday,1,True
TXN00000594,2024-05-26 05:26:58,ACC000174,USER0049,154.81,deposit,Amazon,****5657,"Austin, TX",success,Normal purchase transaction,0.18,Sunday,5,True
TXN00000676,2024-05-26 05:59:53,ACC000035,USER0385,112.36,purchase,CVS Pharmacy,****8282,"Dallas, TX",success,Normal deposit transaction,0.15,Sunday,5,True
TXN00000286,2024-05-26 06:54:14,ACC000069,USER0334,137.15,transfer,Amazon,****1145,"San Diego, CA",success,Normal withdrawal transaction,0.23,Sunday,6,True
TXN00000583,2024-05-26 07:01:01,ACC000023,USER0499,701.3,transfer,Grocery Store,****5289,"Jacksonville, FL",success,Normal withdrawal transaction,0.11,Sunday,7,True
TXN00000266,2024-05-26 12:54:49,ACC000157,USER0114,681.91,payment,Starbucks,****9129,"Chicago, IL",success,Normal deposit transaction,0.25,Sunday,12,True
CARD_FRAUD_0031,2024-05-26 13:00:00,CARD_FRAUD_ACC_015,CARD_FRAUD_USER_015,2709.05,purchase,Suspicious Merchant,****1117,High-Risk Area,declined,Fraudulent card usage,0.7,Sunday,13,True
TXN00000937,2024-05-26 13:46:28,ACC000076,USER0471,167.05,purchase,Starbucks,****8281,"San Antonio, TX",success,Normal transfer transaction,0.15,Sunday,13,True
TXN00000468,2024-05-26 15:07:37,ACC000025,USER0421,68.45,transfer,Shell Gas,****6046,"San Antonio, TX",success,Normal purchase transaction,0.22,Sunday,15,True
TXN00000455,2024-05-26 19:24:11,ACC000193,USER0158,173.6,deposit,Walmart,****5448,"San Antonio, TX",success,Normal purchase transaction,0.2,Sunday,19,True
TXN00000280,2024-05-26 19:30:02,ACC000159,USER0312,83.58,transfer,Walmart,****7484,"Philadelphia, PA",success,Normal withdrawal transaction,0.11,Sunday,19,True
TXN00000436,2024-05-26 19:34:33,ACC000010,USER0267,142.3,purchase,Supermarket,****8485,"New York, NY",success,Normal withdrawal transaction,0.2,Sunday,19,True
TXN00000406,2024-05-26 20:53:24,ACC000180,USER0303,107.54,deposit,Walmart,****7002,"Houston, TX",success,Normal payment transaction,0.24,Sunday,20,True
TXN00000628,2024-05-26 21:08:45,ACC000027,USER0168,148.81,payment,Grocery Store,****6919,"San Diego, CA",success,Normal purchase transaction,0.13,Sunday,21,True
TXN00000324,2024-05-26 21:45:26,ACC000137,USER0147,179.3,transfer,Amazon,****9564,"Los Angeles, CA",success,Normal purchase transaction,0.18,Sunday,21,True
TXN00000627,2024-05-26 23:00:29,ACC000191,USER0298,51.04,payment,Best Buy,****6739,"Phoenix, AZ",success,Normal deposit transaction,0.23,Sunday,23,True
TXN00000494,2024-05-27 00:32:45,ACC000187,USER0400,548.85,purchase,Best Buy,****1054,"San Antonio, TX",success,Normal transfer transaction,0.12,Monday,0,False
TXN00000142,2024-05-27 02:08:20,ACC000175,USER0265,92.75,deposit,McDonald's,****3981,"Chicago, IL",success,Normal transfer transaction,0.2,Monday,2,False
TXN00000527,2024-05-27 04:28:16,ACC000182,USER0018,45.01,deposit,Online Store,****3423,"Philadelphia, PA",success,Normal transfer transaction,0.21,Monday,4,False
TXN00000863,2024-05-27 08:15:04,ACC000159,USER0359,58.71,transfer,Restaurant,****7437,"Los Angeles, CA",success,Normal withdrawal transaction,0.25,Monday,8,False
TXN00000083,2024-05-27 09:44:18,ACC000102,USER0141,166.86,purchase,Walmart,****9138,"Phoenix, AZ",success,Normal withdrawal transaction,0.22,Monday,9,False
TXN00000833,2024-05-27 13:08:40,ACC000104,USER0463,146.98,deposit,Shell Gas,****8166,"Houston, TX",success,Normal purchase transaction,0.24,Monday,13,False
TXN00000731,2024-05-27 19:04:41,ACC000191,USER0377,182.48,transfer,Gas Station,****4823,"Houston, TX",success,Normal deposit transaction,0.12,Monday,19,False
TXN00000449,2024-05-27 19:22:59,ACC000134,USER0374,114.71,transfer,Pharmacy,****3947,"San Jose, CA",success,Normal withdrawal transaction,0.24,Monday,19,False
TXN00000226,2024-05-27 20:17:40,ACC000163,USER0407,93.14,purchase,Restaurant,****9447,"Jacksonville, FL",success,Normal deposit transaction,0.24,Monday,20,False
TXN00000379,2024-05-27 21:14:52,ACC000061,USER0285,57.64,transfer,Restaurant,****4212,"Chicago, IL",success,Normal withdrawal transaction,0.19,Monday,21,False
TXN00000454,2024-05-27 21:21:51,ACC000039,USER0144,252.97,purchase,Bank ATM,****7147,"Austin, TX",success,Normal payment transaction,0.27,Monday,21,False
TXN00000050,2024-05-27 21:58:24,ACC000020,USER0304,144.43,withdrawal,Starbucks,****5941,"Austin, TX",success,Normal payment transaction,0.26,Monday,21,False
TXN00000825,2024-05-28 03:02:13,ACC000199,USER0086,757.16,payment,Restaurant,****4541,"Philadelphia, PA",success,Normal withdrawal transaction,0.29,Tuesday,3,False
TXN00000566,2024-05-28 03:37:21,ACC000136,USER0244,115.45,transfer,Grocery Store,****6690,"Los Angeles, CA",success,Normal deposit transaction,0.2,Tuesday,3,False
TXN00000892,2024-05-28 11:37:39,ACC000188,USER0082,223.62,withdrawal,Starbucks,****2740,"San Diego, CA",success,Normal transfer transaction,0.16,Tuesday,11,False
TXN00000516,2024-05-29 00:29:29,ACC000095,USER0321,524.29,transfer,Amazon,****2158,"San Antonio, TX",success,Normal deposit transaction,0.21,Wednesday,0,False
TXN00000867,2024-05-29 00:31:55,ACC000005,USER0291,26.33,deposit,Best Buy,****9606,"Dallas, TX",success,Normal withdrawal transaction,0.25,Wednesday,0,False
TXN00000561,2024-05-29 00:48:57,ACC000110,USER0177,79.21,deposit,Gas Station,****6755,"New York, NY",success,Normal withdrawal transaction,0.15,Wednesday,0,False
TXN00000338,2024-05-29 01:44:54,ACC000028,USER0149,185.97,deposit,Target,****5612,"San Diego, CA",success,Normal transfer transaction,0.18,Wednesday,1,False
TXN00000081,2024-05-29 04:14:29,ACC000171,USER0005,94.62,transfer,CVS Pharmacy,****9955,"Chicago, IL",success,Normal purchase transaction,0.19,Wednesday,4,False
FRAUD_AMT_00027,2024-05-29 09:09:00,FRAUD_AMT_017,FRAUD_USER_048,166739.53,purchase,Unknown Merchant,****8814,"Miami, FL",success,Unusual high-value transaction,0.94,Wednesday,9,False
TXN00000009,2024-05-29 13:57:37,ACC000036,USER0261,47.77,transfer,Target,****1771,"Los Angeles, CA",success,Normal withdrawal transaction,0.23,Wednesday,13,False
FRAUD_AMT_00034,2024-05-29 18:30:00,FRAUD_AMT_002,FRAUD_USER_021,291620.14,purchase,High-End Store,****4218,Cayman Islands,success,Unusual high-value transaction,0.73,Wednesday,18,False
TXN00000291,2024-05-29 22:36:52,ACC000057,USER0352,146.68,payment,Pharmacy,****6873,"Dallas, TX",success,Normal deposit transaction,0.27,Wednesday,22,False
TXN00000487,2024-05-30 06:33:21,ACC000081,USER0281,198.68,purchase,Amazon,****2113,"New York, NY",success,Normal transfer transaction,0.12,Thursday,6,False
TXN00000633,2024-05-30 13:03:59,ACC000190,USER0251,372.47,purchase,Starbucks,****9970,"Philadelphia, PA",success,Normal purchase transaction,0.27,Thursday,13,False
TXN00000058,2024-05-30 16:38:18,ACC000093,USER0092,437.0,deposit,Amazon,****9751,"Chicago, IL",success,Normal deposit transaction,0.11,Thursday,16,False
TXN00000776,2024-05-30 16:38:23,ACC000150,USER0197,58.81,purchase,Starbucks,****3137,"Austin, TX",success,Normal payment transaction,0.12,Thursday,16,False
TXN00000743,2024-05-30 18:36:30,ACC000152,USER0093,150.35,transfer,Pharmacy,****8105,"Phoenix, AZ",success,Normal payment transaction,0.13,Thursday,18,False
TXN00000279,2024-05-30 18:48:06,ACC000074,USER0445,280.79,payment,Online Store,****7732,"Phoenix, AZ",success,Normal transfer transaction,0.23,Thursday,18,False
TXN00000777,2024-05-30 20:52:12,ACC000026,USER0039,91.93,payment,Bank ATM,****5939,"Jacksonville, FL",success,Normal transfer transaction,0.3,Thursday,20,False
TXN00000185,2024-05-30 23:42:35,ACC000086,USER0156,45.73,purchase,Grocery Store,****4113,"Jacksonville, FL",success,Normal purchase transaction,0.25,Thursday,23,False
TXN00000922,2024-05-31 00:06:38,ACC000184,USER0400,66.06,payment,Online Store,****4520,"San Antonio, TX",success,Normal payment transaction,0.11,Friday,0,False
CARD_FRAUD_0034,2024-05-31 03:00:00,CARD_FRAUD_ACC_015,CARD_FRAUD_USER_010,1857.07,purchase,High-Risk Vendor,****1117,Different State,success,Fraudulent card usage,0.67,Friday,3,False
TXN00000595,2024-05-31 03:53:20,ACC000182,USER0338,20.81,transfer,Supermarket,****5412,"San Jose, CA",success,Normal purchase transaction,0.17,Friday,3,False
TXN00000354,2024-05-31 05:08:40,ACC000038,USER0029,178.71,withdrawal,Home Depot,****3949,"Dallas, TX",success,Normal transfer transaction,0.22,Friday,5,False
TXN00000053,2024-05-31 08:20:54,ACC000072,USER0452,187.25,transfer,Best Buy,****8613,"San Jose, CA",success,Normal payment transaction,0.23,Friday,8,False
TXN00000535,2024-05-31 12:05:00,ACC000107,USER0090,183.31,payment,Supermarket,****3243,"Houston, TX",success,Normal withdrawal transaction,0.27,Friday,12,False
TXN00000560,2024-05-31 12:39:43,ACC000083,USER0032,195.67,purchase,Walmart,****3100,"Philadelphia, PA",success,Normal deposit transaction,0.26,Friday,12,False
TXN00000978,2024-05-31 20:01:49,ACC000164,USER0192,7.04,transfer,Target,****5042,"Phoenix, AZ",success,Normal withdrawal transaction,0.25,Friday,20,False
CARD_FRAUD_0004,2024-05-31 21:00:00,CARD_FRAUD_ACC_019,CARD_FRAUD_USER_004,7.37,purchase,High-Risk Vendor,****1112,Unusual Location,pending,Card testing transaction,0.77,Friday,21,False
TXN00000610,2024-05-31 23:39:59,ACC000125,USER0119,164.25,purchase,Amazon,****7914,"San Jose, CA",success,Normal deposit transaction,0.21,Friday,23,False
TIME_ANOM_0003,2024-06-01 02:21:54,TIME_FRAUD_ACC_002,TIME_FRAUD_USER_006,9384.06,withdrawal,ATM,****3467,ATM Location,success,Transaction at unusual time,0.75,Saturday,2,True
TIME_ANOM_0015,2024-06-01 03:51:48,TIME_FRAUD_ACC_002,TIME_FRAUD_USER_004,1669.73,withdrawal,ATM,****3523,Unusual Location,success,Transaction at unusual time,0.82,Saturday,3,True
TXN00000588,2024-06-01 08:04:06,ACC000061,USER0242,15.16,deposit,Walmart,****1087,"Phoenix, AZ",success,Normal payment transaction,0.22,Saturday,8,True
TXN00000202,2024-06-01 19:50:20,ACC000200,USER0044,531.05,payment,Best Buy,****9537,"Chicago, IL",success,Normal transfer transaction,0.13,Saturday,19,True
TXN00000287,2024-06-02 00:14:16,ACC000183,USER0496,188.89,deposit,Gas Station,****7168,"Philadelphia, PA",success,Normal transfer transaction,0.15,Sunday,0,True
TXN00000444,2024-06-02 00:15:56,ACC000143,USER0420,125.85,withdrawal,Walmart,****4028,"Chicago, IL",success,Normal purchase transaction,0.23,Sunday,0,True
TXN00000356,2024-06-02 04:50:37,ACC000068,USER0086,727.72,deposit,Supermarket,****2127,"Houston, TX",success,Normal transfer transaction,0.18,Sunday,4,True
CARD_FRAUD_0021,2024-06-02 06:00:00,CARD_FRAUD_ACC_011,CARD_FRAUD_USER_002,2421.37,purchase,High-Risk Vendor,****1111,Foreign Country,declined,Fraudulent card usage,0.86,Sunday,6,True
TXN00000849,2024-06-02 10:37:24,ACC000005,USER0330,9.15,payment,Amazon,****8565,"Phoenix, AZ",success,Normal withdrawal transaction,0.27,Sunday,10,True
TXN00000820,2024-06-02 12:03:59,ACC000055,USER0028,982.85,withdrawal,Amazon,****7929,"Phoenix, AZ",success,Normal deposit transaction,0.23,Sunday,12,True
TXN00000290,2024-06-02 12:42:20,ACC000168,USER0255,145.65,deposit,Home Depot,****7857,"San Antonio, TX",success,Normal transfer transaction,0.25,Sunday,12,True
TXN00000702,2024-06-02 15:06:45,ACC000146,USER0088,198.15,deposit,Starbucks,****6314,"Austin, TX",success,Normal transfer transaction,0.24,Sunday,15,True
TXN00000551,2024-06-02 23:19:43,ACC000075,USER0438,643.13,transfer,Grocery Store,****2140,"San Diego, CA",success,Normal deposit transaction,0.14,Sunday,23,True
TXN00000902,2024-06-02 23:39:59,ACC000034,USER0139,112.53,purchase,Starbucks,****1583,"San Diego, CA",success,Normal payment transaction,0.15,Sunday,23,True
TXN00000166,2024-06-03 03:59:21,ACC000140,USER0269,197.87,transfer,McDonald's,****9261,"San Diego, CA",success,Normal deposit transaction,0.14,Monday,3,False
TIME_ANOM_0004,2024-06-03 04:39:58,TIME_FRAUD_ACC_006,TIME_FRAUD_USER_010,9140.64,withdrawal,Online Transfer,****6547,Unusual Location,success,Transaction at unusual time,0.73,Monday,4,False
TXN00000111,2024-06-03 04:48:48,ACC000198,USER0322,39.54,transfer,Supermarket,****8354,"Austin, TX",success,Normal payment transaction,0.23,Monday,4,False
TXN00000752,2024-06-03 07:04:17,ACC000141,USER0209,26.45,purchase,Bank ATM,****2457,"Philadelphia, PA",success,Normal deposit transaction,0.26,Monday,7,False
TXN00000004,2024-06-03 08:51:02,ACC000097,USER0041,978.49,payment,CVS Pharmacy,****6925,"San Jose, CA",success,Normal withdrawal transaction,0.24,Monday,8,False
TXN00000145,2024-06-03 10:53:59,ACC000008,USER0042,165.92,purchase,Home Depot,****4453,"San Jose, CA",success,Normal transfer transaction,0.22,Monday,10,False
TXN00000819,2024-06-03 15:13:44,ACC000140,USER0080,563.66,transfer,McDonald's,****4497,"Philadelphia, PA",success,Normal payment transaction,0.11,Monday,15,False
TXN00000991,2024-06-04 05:49:15,ACC000001,USER0313,71.27,payment,Restaurant,****2265,"Austin, TX",success,Normal withdrawal transaction,0.13,Tuesday,5,False
TXN00000304,2024-06-04 06:49:16,ACC000105,USER0152,2431.69,withdrawal,Walmart,****9980,"San Diego, CA",success,Normal withdrawal transaction,0.24,Tuesday,6,False
TXN00000927,2024-06-04 08:50:18,ACC000105,USER0216,28.0,payment,McDonald's,****9096,"Austin, TX",success,Normal withdrawal transaction,0.28,Tuesday,8,False
TXN00000235,2024-06-04 09:49:44,ACC000078,USER0106,170.18,payment,Grocery Store,****7418,"Phoenix, AZ",success,Normal purchase transaction,0.26,Tuesday,9,False
TXN00000321,2024-06-04 10:32:56,ACC000178,USER0391,196.0,withdrawal,Home Depot,****7518,"Philadelphia, PA",success,Normal deposit transaction,0.19,Tuesday,10,False
TXN00000614,2024-06-04 15:06:50,ACC000078,USER0121,198.78,withdrawal,Walmart,****1297,"Philadelphia, PA",success,Normal deposit transaction,0.17,Tuesday,15,False
FRAUD_AMT_00047,2024-06-04 18:24:00,FRAUD_AMT_011,FRAUD_USER_018,75251.55,purchase,Investment Firm,****8178,Monaco,success,Unusual high-value transaction,0.73,Tuesday,18,False
TXN00000037,2024-06-04 20:20:29,ACC000131,USER0243,136.75,withdrawal,Target,****5649,"Dallas, TX",success,Normal payment transaction,0.17,Tuesday,20,False
FRAUD_AMT_00001,2024-06-04 23:40:00,FRAUD_AMT_013,FRAUD_USER_033,10000.0,purchase,High-End Store,****6534,Monaco,success,Unusual high-value transaction,0.81,Tuesday,23,False
TXN00000310,2024-06-05 00:55:43,ACC000124,USER0472,913.41,transfer,Starbucks,****7738,"San Diego, CA",success,Normal purchase transaction,0.11,Wednesday,0,False
TIME_ANOM_0012,2024-06-05 02:47:36,TIME_FRAUD_ACC_001,TIME_FRAUD_USER_005,4426.04,withdrawal,Online Transfer,****7363,ATM Location,success,Transaction at unusual time,0.8,Wednesday,2,False
TIME_ANOM_0009,2024-06-05 02:59:50,TIME_FRAUD_ACC_004,TIME_FRAUD_USER_006,3631.15,transfer,Online Transfer,****9105,ATM Location,success,Transaction at unusual time,0.79,Wednesday,2,False
CARD_FRAUD_0035,2024-06-05 05:00:00,CARD_FRAUD_ACC_017,CARD_FRAUD_USER_014,2149.13,purchase,Gas Station,****1118,Different State,pending,Fraudulent card usage,0.66,Wednesday,5,False
TXN00000942,2024-06-05 06:45:11,ACC000158,USER0195,139.16,payment,Best Buy,****6713,"San Diego, CA",success,Normal payment transaction,0.23,Wednesday,6,False
FRAUD_AMT_00006,2024-06-05 09:46:00,FRAUD_AMT_019,FRAUD_USER_027,100000.0,purchase,Investment Firm,****9871,Cayman Islands,success,Unusual high-value transaction,0.82,Wednesday,9,False
TXN00000911,2024-06-05 12:31:01,ACC000053,USER0195,235.53,withdrawal,Gas Station,****9724,"New York, NY",success,Normal deposit transaction,0.11,Wednesday,12,False
CARD_FRAUD_0007,2024-06-05 15:00:00,CARD_FRAUD_ACC_010,CARD_FRAUD_USER_016,6.49,purchase,Electronics Store,****1111,Known Fraud Location,success,Card testing transaction,0.66,Wednesday,15,False
TXN00000233,2024-06-05 20:10:28,ACC000192,USER0078,46.55,transfer,Supermarket,****4559,"Los Angeles, CA",success,Normal purchase transaction,0.13,Wednesday,20,False
TXN00000265,2024-06-06 11:14:42,ACC000079,USER0376,39.19,deposit,McDonald's,****3911,"Jacksonville, FL",success,Normal purchase transaction,0.29,Thursday,11,False
TXN00000090,2024-06-06 13:17:02,ACC000114,USER0487,47.37,withdrawal,Online Store,****2627,"Austin, TX",success,Normal deposit transaction,0.21,Thursday,13,False
TXN00000840,2024-06-06 19:34:00,ACC000032,USER0099,149.63,payment,Amazon,****9781,"New York, NY",success,Normal payment transaction,0.2,Thursday,19,False
TXN00000966,2024-06-06 21:58:30,ACC000060,USER0111,5.52,purchase,McDonald's,****3348,"Chicago, IL",success,Normal transfer transaction,0.27,Thursday,21,False
TXN00000900,2024-06-07 01:34:44,ACC000068,USER0335,949.54,purchase,Walmart,****6538,"San Antonio, TX",success,Normal deposit transaction,0.14,Friday,1,False
TXN00000705,2024-06-07 02:03:08,ACC000039,USER0193,62.84,withdrawal,Walmart,****4900,"Jacksonville, FL",success,Normal payment transaction,0.3,Friday,2,False
TXN00000343,2024-06-07 02:57:12,ACC000158,USER0338,92.88,deposit,McDonald's,****6971,"Philadelphia, PA",success,Normal transfer transaction,0.13,Friday,2,False
TIME_ANOM_0014,2024-06-07 05:18:17,TIME_FRAUD_ACC_002,TIME_FRAUD_USER_008,9268.99,transfer,Night Transaction,****6220,Unusual Location,success,Transaction at unusual time,0.83,Friday,5,False
TXN00000217,2024-06-07 05:52:43,ACC000022,USER0345,691.59,withdrawal,Bank ATM,****2931,"Houston, TX",success,Normal deposit transaction,0.12,Friday,5,False
FRAUD_AMT_00015,2024-06-07 07:08:00,FRAUD_AMT_003,FRAUD_USER_039,250000.0,purchase,Unknown Merchant,****1374,Monaco,success,Unusual high-value transaction,0.85,Friday,7,False
TXN00000404,2024-06-07 07:20:46,ACC000100,USER0098,193.6,payment,Pharmacy,****3525,"San Jose, CA",success,Normal deposit transaction,0.16,Friday,7,False
TXN00000645,2024-06-07 09:41:10,ACC000124,USER0140,187.03,payment,Home Depot,****7228,"Philadelphia, PA",success,Normal withdrawal transaction,0.22,Friday,9,False
TXN00000584,2024-06-07 13:38:16,ACC000044,USER0485,191.82,payment,Starbucks,****1231,"Jacksonville, FL",success,Normal payment transaction,0.19,Friday,13,False
TXN00000663,2024-06-07 14:11:15,ACC000033,USER0160,13.59,payment,Gas Station,****9407,"Austin, TX",success,Normal deposit transaction,0.16,Friday,14,False
TXN00000659,2024-06-07 14:48:06,ACC000022,USER0499,117.89,purchase,Walmart,****7183,"Philadelphia, PA",success,Normal purchase transaction,0.26,Friday,14,False
TXN00000637,2024-06-07 17:36:48,ACC000049,USER0385,116.2,transfer,Amazon,****2970,"Austin, TX",success,Normal payment transaction,0.14,Friday,17,False
TXN00000257,2024-06-07 19:15:41,ACC000141,USER0246,85.34,purchase,Target,****5583,"San Antonio, TX",success,Normal withdrawal transaction,0.18,Friday,19,False
TXN00000726,2024-06-07 21:42:55,ACC000049,USER0002,85.56,deposit,Amazon,****6901,"New York, NY",success,Normal deposit transaction,0.24,Friday,21,False
TIME_ANOM_0011,2024-06-08 04:16:28,TIME_FRAUD_ACC_007,TIME_FRAUD_USER_006,1364.1,withdrawal,Night Transaction,****2314,Online,success,Transaction at unusual time,0.78,Saturday,4,True
TXN00000475,2024-06-08 05:29:32,ACC000099,USER0182,164.91,withdrawal,Shell Gas,****7959,"San Jose, CA",success,Normal purchase transaction,0.22,Saturday,5,True
TXN00000700,2024-06-08 06:59:34,ACC000060,USER0110,88.44,purchase,Online Store,****6298,"Chicago, IL",success,Normal purchase transaction,0.18,Saturday,6,True
TXN00000112,2024-06-08 10:55:40,ACC000121,USER0227,90.75,deposit,Home Depot,****1920,"Philadelphia, PA",success,Normal payment transaction,0.11,Saturday,10,True
TXN00000909,2024-06-08 15:17:05,ACC000134,USER0119,31.74,deposit,Grocery Store,****3011,"Philadelphia, PA",success,Normal withdrawal transaction,0.11,Saturday,15,True
TXN00000829,2024-06-08 17:06:40,ACC000009,USER0342,118.34,deposit,Gas Station,****4471,"Houston, TX",success,Normal transfer transaction,0.21,Saturday,17,True
TXN00000556,2024-06-08 19:06:48,ACC000197,USER0253,151.56,transfer,Grocery Store,****5809,"Austin, TX",success,Normal transfer transaction,0.2,Saturday,19,True
TXN00000569,2024-06-09 01:33:12,ACC000039,USER0383,33.81,deposit,Gas Station,****7721,"Philadelphia, PA",success,Normal purchase transaction,0.23,Sunday,1,True
TXN00000130,2024-06-09 03:49:37,ACC000140,USER0174,235.47,withdrawal,Supermarket,****8840,"Austin, TX",success,Normal withdrawal transaction,0.26,Sunday,3,True
TIME_ANOM_0013,2024-06-09 05:21:23,TIME_FRAUD_ACC_009,TIME_FRAUD_USER_007,4664.76,withdrawal,ATM,****6672,Unusual Location,success,Transaction at unusual time,0.74,Sunday,5,True
TXN00000658,2024-06-09 10:53:16,ACC000088,USER0427,97.35,purchase,Bank ATM,****9514,"Houston, TX",success,Normal purchase transaction,0.26,Sunday,10,True
TXN00000229,2024-06-09 14:01:07,ACC000110,USER0104,565.21,withdrawal,CVS Pharmacy,****3604,"Phoenix, AZ",success,Normal purchase transaction,0.23,Sunday,14,True
TXN00000453,2024-06-09 14:57:55,ACC000106,USER0476,70.35,purchase,CVS Pharmacy,****6169,"Dallas, TX",success,Normal payment transaction,0.1,Sunday,14,True
TXN00000204,2024-06-09 15:38:39,ACC000078,USER0004,25.86,transfer,Bank ATM,****7224,"Philadelphia, PA",success,Normal transfer transaction,0.17,Sunday,15,True
TXN00000790,2024-06-09 19:00:50,ACC000189,USER0419,1425.36,deposit,Target,****4314,"Chicago, IL",success,Normal transfer transaction,0.25,Sunday,19,True
TIME_ANOM_0005,2024-06-10 02:51:35,TIME_FRAUD_ACC_003,TIME_FRAUD_USER_003,2469.31,transfer,Night Transaction,****7712,ATM Location,success,Transaction at unusual time,0.78,Monday,2,False
CARD_FRAUD_0014,2024-06-10 09:00:00,CARD_FRAUD_ACC_009,CARD_FRAUD_USER_014,2.84,purchase,Online Store,****1117,High-Risk Area,declined,Card testing transaction,0.68,Monday,9,False
TXN00000480,2024-06-10 15:37:10,ACC000075,USER0415,132.98,payment,Amazon,****5699,"San Diego, CA",success,Normal purchase transaction,0.13,Monday,15,False
TXN00000478,2024-06-10 23:42:42,ACC000149,USER0160,128.57,payment,Walmart,****6628,"Dallas, TX",success,Normal purchase transaction,0.19,Monday,23,False
TXN00000565,2024-06-11 02:53:54,ACC000013,USER0153,61.03,payment,Restaurant,****4700,"San Jose, CA",success,Normal purchase transaction,0.24,Tuesday,2,False
TIME_ANOM_0019,2024-06-11 03:30:52,TIME_FRAUD_ACC_004,TIME_FRAUD_USER_008,6449.12,transfer,Online Transfer,****5719,Unusual Location,success,Transaction at unusual time,0.8,Tuesday,3,False
TXN00000722,2024-06-11 05:05:18,ACC000017,USER0176,29.31,purchase,Best Buy,****8829,"San Diego, CA",success,Normal purchase transaction,0.1,Tuesday,5,False
TXN00000371,2024-06-11 07:43:44,ACC000091,USER0265,66.57,payment,Amazon,****5314,"Houston, TX",success,Normal deposit transaction,0.12,Tuesday,7,False
TXN00000206,2024-06-11 15:36:50,ACC000101,USER0187,78.33,purchase,Grocery Store,****9939,"Chicago, IL",success,Normal payment transaction,0.11,Tuesday,15,False
TXN00000294,2024-06-11 18:37:39,ACC000129,USER0062,178.44,transfer,CVS Pharmacy,****7768,"New York, NY",success,Normal withdrawal transaction,0.13,Tuesday,18,False
